"ServiceTreeId","RTOId","BuildNumber","VirtualEnvironment","DeploymentTemplate","BranchInformation","PreciseTimeStamp"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T12:14:43.5695796Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T12:18:51.7870170Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T12:14:53.3707459Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:51:30.1424054Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:08:34.8423408Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:09:43.5744120Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:08:27.9432695Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:09:14.4458359Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:02:00.3859944Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:11:10.9132323Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:09:28.3042643Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:11:08.0021546Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T11:06:20.1873765Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:05:16.1071183Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T11:09:29.0579304Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:07:43.4135425Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T11:08:54.0905854Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T10:49:47.8271767Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:13:59.1335368Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T09:17:40.7612995Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:15:05.5900052Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:12:29.6990514Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:08:00.0528184Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:15:49.8836636Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:16:34.4344288Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:13:25.9688467Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:13:07.4734142Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:10:59.6716053Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:15:50.2581109Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T09:17:57.4836894Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:12:22.1571996Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T09:15:41.4896502Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T08:12:12.6447710Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T08:05:14.7888002Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:11:56.1043653Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:14:04.6291136Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:10:05.6202943Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:06:03.6654087Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T08:08:41.9049967Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T08:16:32.0317207Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:09:43.4564667Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T08:13:47.4991776Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:48:39.0492399Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:48:29.1686417Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:42:03.6356242Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:41:27.7336377Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:17:31.5733760Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:12:20.6640322Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:17:08.3645133Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:13:00.5895326Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:10:29.6875420Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:19:45.0566493Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:13:21.1414500Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:15:23.9391599Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:13:31.5171291Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:17:18.5668124Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T07:16:51.8670739Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:18:35.8020783Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T07:02:55.3452998Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T07:12:13.7993458Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:07:13.4735717Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T06:07:13.7497657Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T06:13:12.2337183Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:59:19.3920425Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:07:19.3401626Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T06:16:11.3565755Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:13:12.8345336Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:11:00.7947697Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:10:21.0637076Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T06:10:28.7538305Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:56:07.0325336Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T06:12:59.0224340Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T06:13:14.4752611Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T06:11:14.8442409Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:15:41.6028947Z"
"728f4f00-05c6-405b-8752-24303b1f6f60","80702788","3.301.7.57","NMAgent_Broad_LKG_3.301.7.57_Storage","nm_E2E_HostPluginUpgradeFDHENoRootHEPreCheckNoSettings.xml","git_networking_nmagent_release_3_301_7_56_dhcp_qfe","2024-07-24T05:15:22.2849555Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:16:26.5616397Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782912","19.4.35.0","NSM_Metering_Pilot","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:11:44.5781658Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788570","19.4.35.0","NSM_Metering_Mooncake","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:13:27.8216128Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:13:59.8636233Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788547","19.4.35.0","NSM_Metering_Fairfax","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:12:38.5558180Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:13:13.4810820Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:17:13.3439026Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:16:41.0232286Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80792965","19.4.56.0","NSM_Metering_Stage_STG01PrdApp06","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:08:32.6102076Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T05:14:31.0820496Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T05:01:42.1119761Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791430","19.4.36.0","NSM_Metering_Canary","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T04:36:48.8270040Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80755293","19.3.27.0","NSM_ConfigPush_FF_UseNonOpaphModeIfAnyTenantInSameVnetIsNonOpaph_False","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:16:01.1065450Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788548","19.4.35.0","NSM_Metering_Prod","IPAM_ASR_Component_Update.xml","git_networking_nsm_master","2024-07-24T03:17:59.8131361Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80791583","19.4.18.0","NSM_ConfigPush_Pilot_0718","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:11:28.9962290Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80782853","19.4.18.0","NSM_ConfigPush_Pilot_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:14:37.4771268Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80793968","19.5.4.0","NSM_ConfigPush_Canary_EnableOnlyReconnectMadariUpdatedAndFailedEndpoint_EnableSecureNsmEndpoints_True","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:15:56.8373911Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80790383","19.4.46.0","NSM_ConfigPush_Canary_BackendVlanNSMIPRangeEndAddress_BackendVlanNSMMacRangeEndAddress_EnableMerlinHostProgrammingForInfinibandWorkflowCX3AdapterTypeOnly","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:08:49.7245671Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80788668","19.4.18.0","NSM_ConfigPush_Prod_0711","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:06:39.0514919Z"
"14686c37-6854-4050-baa7-3d0cd3688a36","80766749","19.4.18.0","NSM_ConfigPush_Pilot_NetworkBandwidthPolicy","ConfigPush.xml","git_networking_nsm_master","2024-07-24T03:15:59.7695538Z"
